president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,All polls,1/20/2021,2/17/2020,2/28/2020,Gallup,B,1020,a,1.1021059,0,47,51,47.861441,49.539189,,NA,https://news.gallup.com/poll/287264/trump-job-approval-rating.aspx,64704,119607,3/3/2020,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,3/2/2020,3/13/2020,Gallup,B,1019,a,1.0699951,0,44,52,44.861441,50.539189,,NA,https://news.gallup.com/poll/296060/trump-job-approval-rating-slips.aspx,64869,120127,3/17/2020,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,3/13/2020,3/22/2020,Gallup,B,1020,a,1.1195868,0,49,45,49.861441,43.539189,,NA,https://news.gallup.com/poll/298313/president-trump-job-approval-rating.aspx,64959,120430,3/24/2020,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,4/1/2020,4/14/2020,Gallup,B,1017,a,1.1763772,0,43,54,43.861441,52.539189,,NA,https://news.gallup.com/poll/308675/trump-job-rating-slides-satisfaction-tumbles.aspx,65765,121573,4/16/2020,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,4/14/2020,4/28/2020,Gallup,B,1016,a,1.1350153,0,49,47,49.861441,45.539189,,NA,https://news.gallup.com/poll/309593/americans-divided-trump-handling-covid-situation.aspx,65954,122194,4/30/2020,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/1/2020,5/13/2020,Gallup,B,1028,a,1.2288387,0,49,48,49.861441,46.539189,,NA,https://news.gallup.com/poll/311129/congress-job-approval-highest-2009.aspx,66293,123401,5/15/2020,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,5/28/2020,6/4/2020,Gallup,B,1034,a,1.2638138,0,39,57,39.861441,55.539189,,NA,https://news.gallup.com/poll/312572/trump-job-approval-slides.aspx,66777,124589,6/10/2020,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,6/8/2020,6/30/2020,Gallup,B,1016,a,1.2418695,0,38,57,38.861441,55.539189,,NA,https://news.gallup.com/poll/313454/trump-job-approval-rating-steady-lower-level.aspx,66995,125131,7/6/2020,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/1/2020,7/23/2020,Gallup,B,1007,a,1.2888697,0,41,56,41.861441,54.539189,,NA,https://news.gallup.com/poll/316448/congress-approval-drops-trump-steady.aspx,67845,126993,7/30/2020,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,7/30/2020,8/12/2020,Gallup,B,1031,a,1.3461017,0,42,55,42.861441,53.539189,,NA,https://news.gallup.com/poll/317477/trump-job-approval-below-seven-key-issues.aspx,68071,127524,8/17/2020,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/31/2020,9/13/2020,Gallup,B,1019,a,1.2300749,0,42,56,42.861441,54.539189,,NA,https://news.gallup.com/poll/320303/trump-stuck-42-job-approval.aspx,69481,129411,9/16/2020,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/14/2020,9/28/2020,Gallup,B,1023,a,1.1572557,0,46,52,46.861441,50.539189,,NA,https://news.gallup.com/poll/321347/trump-pre-debate-job-approval-highest-may.aspx,70096,130588,10/1/2020,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/30/2020,10/15/2020,Gallup,B,1035,a,1.1668441,0,43,55,43.861441,53.539189,,NA,https://news.gallup.com/poll/322310/trump-job-rating-steady-mood-indicators-tick.aspx,71543,134018,10/21/2020,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/16/2020,10/27/2020,Gallup,B,1018,a,1.1916868,0,46,52,46.861441,50.539189,,NA,https://news.gallup.com/poll/323234/national-satisfaction-rises-election-nears.aspx,72191,135414,10/29/2020,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/5/2020,11/19/2020,Gallup,B,1018,a,1.2976687,0,43,55,43.861441,53.539189,,NA,https://news.gallup.com/poll/326420/trump-job-approval-down-slightly-election.aspx,73273,137359,11/23/2020,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,12/1/2020,12/17/2020,Gallup,B,1018,a,1.3463303,0,39,57,39.861441,55.539189,,NA,https://news.gallup.com/poll/328106/public-mood-sours-satisfied-approve-trump.aspx,73850,138523,12/21/2020,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,1/4/2021,1/15/2021,Gallup,B,1023,a,1.3733656,0.74789389,34,62,34.861441,60.539189,,NA,https://news.gallup.com/poll/328637/last-trump-job-approval-average-record-low.aspx,74215,139263,1/18/2021,11:47:59 20 Jan 2021
